Indian Port,Cush,BE_NO,BE_DATE,CTH,ITEM,QTY,UQC,UNIT_VALUE_INR,InvoiceUnitPriceFC,Invoice_Currency,TOTAL_VALUE,UPI,Total_Duty_Paid,IEC,IMPORTER,ADDRESS,CITY,Supp_Name,Supp_Address,CHA_NAME,Port_Of_Shipment,COUNTRY,source_file,yyyymm,GRADE_SPEC,outlier_reason_item,outlier_reason_text,outlier_reason_qty,outlier_reason_price,outlier_reason_usp,unit_price
Jnpt,Innsa1,0,2025-10-06,29419090,Azithromycin Amine. Azithromycin Amine.,3850.0,KG,11033.1,123.0,Usd,473550.0,,11781117.0,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202510,USP,,USP grade unvalidated: 'Brilliant Pharmaceutical Ltd / Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Brilliant Pharmaceutical Ltd / Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,7462449,2025-10-18,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),4400.0,KG,10931.7,125.65,Usd,552867.06,,13340387.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",To The Order,"Heilongjiang Lianshun Biotech Co. ,Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202510,USP,,USP grade unvalidated: 'To The Order / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'To The Order / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-10-25,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5000.0,KG,10931.71,125.65,Usd,628259.0,,15159548.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",To The Order,"Heilongjiang Lianshun Biotech Co. ,Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202510,USP,,USP grade unvalidated: 'To The Order / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'To The Order / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,5103,2025-10-25,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5350.0,KG,10912.79,123.0,Usd,658050.0,,16192644.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202510,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,66632,2025-10-16,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5575.0,KG,11035.79,123.0,Usd,685725.0,,17063828.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202510,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,27.41,KG,12096.0,140.0,Usd,331502.97,,67079.7,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2401745,2025-05-31,29415000,Azithromycin Amine (4 Drums) Azithromycin Amine,100.0,KG,6480.0,75.7,Usd,648000.0,,179722.8,0816923663,Pranjal Associates,C-10 Survey No 409/1 Kalptaru Industrial Estate Nr Railway Crossing Village - Moraiya,Sanand,Tawazon General Trading Llc,"Office No 303-L, Smark 9 Building 23Rd,Street, Al ,Karama Bur Dubai, Sdnf United Arab Emirates",29,Jebel Ali,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Tawazon General Trading Llc / Pranjal Associates' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Tawazon General Trading Llc / Pranjal Associates' not found in active FDA DMF holder list for azithromycin,
Ahmedabad Air Cargo Complex,Inamd4,0,2026-01-17,29419090,Azithromycin Amine (Pharmaceutical Raw Material)-(Not For Medicine Use)Azithromycin Amine (Pharmaceutical Raw Material)-(Not For Me,113.2,KG,11325.0,122.0,Usd,1282057.38,,355578.59,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltdpacific Road No.1,Nuanquan Economic Zone,Helan County, Yinchuan, Ningxia Chinachina",29,Beijing,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Bombay Air Cargo,Inbom4,0,2026-01-17,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),3500.0,KG,11080.0,121.5,Usd,38782800.0,,10756410.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Chengdu,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Hyderabad,Inhyd4,0,2025-12-04,29419090,Azithromycin Dihydrate [1G X 1Ea] A2076-1G Azithromycin Dihydrate [1G X 1Ea] A2076-1G,1.0,NOS,994.67,10.99,Usd,994.67,,275.9,Aagct6788F,Tokyo Chemical Industry India Pvt Ltd,"Suite No.Cs-10,Building 450,Genome ,Valley,Shameerpet Mandal,Turkapall","Hyderabad,Telangana",Tokyo Chemical Industry Co Ltd,"Tokyo Chemical Industry Co., Ltd.8F T-Plus, 16-12 Nihonbashi- Kodemmacho, Chuo-Ku, Tokyo, 103-0001 Japanjapan",29,Tokyo - Narita,JAPAN,data\raw\azithromycin_202603.xlsx,202512,USP,,USP grade unvalidated: 'Tokyo Chemical Industry Co Ltd / Tokyo Chemical Industry India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Tokyo Chemical Industry Co Ltd / Tokyo Chemical Industry India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Bangalore,Inblr4,3888909,2025-08-14,29419090,Y0000306 Azithromycin [200Mg] [For Further Sale] Y0000306 Azithromycin [200Mg] [For Further Sale],1.0,NOS,10758.52,125.68,Usd,10758.52,,2983.9,0703003453,Sigma Aldrich Chemicals Pvt Ltd,,,Sigma Aldrich International Gmbh," industriestrasse 25,Ch-9471 Buchs Sdnf Sdnf Switzerlandswitzerland",29,Frankfurt/Main Int'L,FRANCE,data\raw\azithromycin_202603.xlsx,202508,USP,,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2110185,2025-05-17,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),1600.0,KG,10674.43,123.5,Usd,17079092.0,,3327861.25,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,441.78,KG,12096.0,140.0,Usd,5343759.0,,1081309.62,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3604912,2025-07-31,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),600.0,KG,10682.61,123.0,Usd,6409566.5,,0.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3604912,2025-07-31,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),6400.0,KG,10682.61,123.0,Usd,68368712.0,,18962062.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3460941,2025-07-24,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),7000.0,KG,10683.1,123.0,Usd,74781720.0,,20740710.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3168127,2025-07-10,29415000,Azithromycin Ip/Usp Azithromycin Ip/Usp,1000.0,KG,11824.19,137.0,Usd,11824186.0,,3279438.0,0305082507,General Import Co India Pvt Ltd,"501-502,Amba Sadan,,Linking Road,Khar,","Mumbai,Maharashtra",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limitedoffice,F,32/F, Plaza 88No.88 Yeung Uk Road, Tsuen Wan,Nt, Hong Kong Sdnf China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Brilliant Pharmaceutical Ltd / General Import Co India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Brilliant Pharmaceutical Ltd / General Import Co India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3139870,2025-07-08,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),390.0,KG,10609.25,123.0,Usd,4137607.25,,806212.81,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3139870,2025-07-08,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),503.0,KG,10609.25,123.0,Usd,5336452.5,,0.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3139870,2025-07-08,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),4682.0,KG,10609.25,123.0,Usd,49672504.0,,10051232.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3139872,2025-07-08,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5500.0,KG,10609.21,123.0,Usd,58350672.0,,16183559.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3117756,2025-07-07,29419090,Azithromycin Amine Azithromycin Amine,5000.0,KG,10610.27,123.0,Usd,53051360.0,,14713795.0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing,,Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hongkong Osiris International Co Ltd,"Hongkong Osiris International Company Limitedroom 1003, 10/F Tower 1, Lippo Cent Re 89 Queensway Admiralty H.K. Hong Kong, , China China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Hongkong Osiris International Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hongkong Osiris International Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,
Bombay Air Cargo,Inbom4,0,2025-10-14,29419090,Azithromycin (Ip) Azithromycin (Ip),210.0,KG,13634.4,152.0,Usd,31920.0,,579373.38,0388030461,Fdc Ltd,"142-48 S.V.Road, Jogeshwari(W)","Mumbai, Maharashtra",Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co.Ltd.No.6, Weiwu Road, Hangzhou Gul Fshangyu Industrial Zone, Zhejiang Sdnf Chinachina",29,Shanghai - Pu Dong,CHINA,data\raw\azithromycin_202603.xlsx,202510,IP,,Unit price ₹152.00 exceeds acceptable range of ₹9249–₹17177.,False,True,,152.0
Delhi,Indel4,17,2025-10-30,29415000,Azithromycin Amine Batch No. C21-202509033-34 & C21-202510001 Mfg. Date. Sep.20-2025 Exp. Sep.19-2029Azithromycin Amine Batch No. C21-202509033-34 & C21-20251000,1000.0,KG,11325.0,129.72,Usd,129725.0,,3140988.75,Aahcv3542J,Vincit Labs Pvt Ltd,"1C,1St Floor,Big Jos Tower, A-8 Netaji Subhash Place, Pitampura Contact No: 919015782517",New Delhi,Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limited.F,32/F, Plaza 88 No. 88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202510,EP,,Unit price ₹129.72 exceeds acceptable range of ₹9249–₹17177.,False,True,,129.725
Jnpt,Innsa1,3711039,2025-08-05,29415000,Azithromycin Ip Azithromycin Ip,22.05,KG,11891.6,138.76,Usd,262209.78,,53058.2,0310049415,Innova Captab Ltd,,,Sinobright Pharmaceutical Industrie Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88, No.88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong Cnchina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202508,IP,,Quantity 22 is below the minimum required threshold of 167.,True,False,,11891.6
Jnpt,Innsa1,3711039,2025-08-05,29415000,Azithromycin Ip Azithromycin Ip,150.7,KG,11891.6,138.76,Usd,1792064.12,,362624.19,0310049415,Innova Captab Ltd,,,Sinobright Pharmaceutical Industrie Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88, No.88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong Cnchina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202508,IP,,Quantity 151 is below the minimum required threshold of 167.,True,False,,11891.600000000002
Jnpt,Innsa1,3711039,2025-08-05,29415000,Azithromycin Ip Azithromycin Ip,45.8,KG,11891.6,138.76,Usd,544635.25,,110207.0,0310049415,Innova Captab Ltd,,,Sinobright Pharmaceutical Industrie Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88, No.88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong Cnchina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202508,IP,,Quantity 46 is below the minimum required threshold of 167.,True,False,,11891.599344978167
Jnpt,Innsa1,3711039,2025-08-05,29415000,Azithromycin Ip Azithromycin Ip,30.65,KG,11891.6,138.76,Usd,364477.53,,73752.1,0310049415,Innova Captab Ltd,,,Sinobright Pharmaceutical Industrie Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88, No.88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong Cnchina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202508,IP,,Quantity 31 is below minimum threshold 167,True,False,,11891.599673735727
Jnpt,Innsa1,3711039,2025-08-05,29415000,Azithromycin Ip Azithromycin Ip,22.85,KG,11891.6,138.76,Usd,271723.06,,54983.1,0310049415,Innova Captab Ltd,,,Sinobright Pharmaceutical Industrie Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88, No.88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong Cnchina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202508,IP,,Quantity 23 is below minimum threshold 167,True,False,,11891.599999999999
Jnpt,Innsa1,3711039,2025-08-05,29415000,Azithromycin Ip Azithromycin Ip,50.44,KG,11891.6,138.76,Usd,599812.31,,121372.0,0310049415,Innova Captab Ltd,,,Sinobright Pharmaceutical Industrie Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88, No.88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong Cnchina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202508,IP,,Quantity 50 is below minimum threshold 167,True,False,,11891.600118953213
Jnpt,Innsa1,3711039,2025-08-05,29415000,Azithromycin Ip Azithromycin Ip,34.65,KG,11891.6,138.76,Usd,412043.94,,83377.1,0310049415,Innova Captab Ltd,,,Sinobright Pharmaceutical Industrie Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88, No.88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong Cnchina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202508,IP,,Quantity 35 is below minimum threshold 167,True,False,,11891.6
Jnpt,Innsa1,3711039,2025-08-05,29415000,Azithromycin Ip Azithromycin Ip,15.48,KG,11891.6,138.76,Usd,184081.97,,37249.0,0310049415,Innova Captab Ltd,,,Sinobright Pharmaceutical Industrie Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88, No.88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong Cnchina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202508,IP,,Quantity 15 is below minimum threshold 167,True,False,,11891.600129198967
Bombay Air Cargo,Inbom4,0,2025-12-15,29419090,2.5Kgs Azithromycin Dihydrate Cep Cas No - 117772-70-7 Batch No: Azm3-202506008(For R&D Trial Purpose)2.5Kgs Azithromycin Dihydrate Cep Cas No - 117772-70-7 Batch,2.5,KG,59345.0,650.0,Usd,148362.5,,41148.3,0800004604,Halewood Laboratories Pvt Ltd,"319 Phase-Ii Gidc Vatva,",Ahmedabad/Gujarat,Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limited Office F, 32/F, Plaza 88 No. 88 Yeu Ng Uk Road,Tsuen Wan, Nt , Hong Kong, Chinachina",29,Shanghai - Pu Dong,CHINA,data\raw\azithromycin_202603.xlsx,202512,EP,,Quantity 2 is below minimum threshold 167 | Unit price ₹59345.00 is outside range ₹9249–₹17177,True,True,,59345.0
Jnpt,Innsa1,710,2025-10-03,29419090,Azithromycin Ip Azithromycin Ip,500.0,KG,11905.3,136.84,Usd,68421.25,,1650967.25,0395063981,Aquatic Remedies Ltd,"218/219, 2Nd Floor,Kailash Plaza, Opp.Odeon Cinema, Vallabh Baug Lane","Ghatkopar East,Mumbai, Maharasthra",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limitedoffice F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong Hong Konghong Kong",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202510,IP,,Unit price ₹136.84 is outside range ₹9249–₹17177,False,True,,136.8425
Jnpt,Innsa1,0,2025-10-27,29419090,Azithromycin Ip Azithromycin Ip,750.0,KG,11905.3,136.84,Usd,102631.88,,2476450.75,0395063981,Aquatic Remedies Ltd,"218/219, 2Nd Floor,Kailash Plaza, Opp.Odeon Cinema, Vallabh Baug Lane","Ghatkopar East,Mumbai, Maharasthra",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limitedoffice F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong Hong Konghong Kong",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202510,IP,,Unit price ₹136.84 is outside range ₹9249–₹17177,False,True,,136.84250666666668
